name,year,pop_n,pop_u,wat_bas_n,wat_lim_n,wat_unimp_n,wat_sur_n,wat_bas_r,wat_lim_r,wat_unimp_r,wat_sur_r,wat_bas_u,wat_lim_u,wat_unimp_u,wat_sur_u
Croatia,2020,4105.268066,57.55299759,null,null,null,null,null,null,null,null,100,0,0,0
Croatia,2015,4232.874023,56.15500259,null,null,null,null,null,null,null,null,100,0,0,0
Argentina,2020,45195.77734,92.11100006,null,null,null,null,null,null,null,null,99.79042065,0,0.20957935,0
Greece,2015,10659.7373,78.04600525,100.0000046,0,0,0,100,0,0,0,100,0,0,0
Andorra,2020,77.26499939,87.91600037,100.0000037,0,0,0,100,0,0,0,100,0,0,0
Finland,2020,5540.717773,85.51700592,100.0000033,0,0,0,100,0,0,0,100,0,0,0
Switzerland,2020,8654.618164,73.91500092,100.0000028,0,0,0,100,0,0,0,100,0,0,0
Germany,2015,81787.41406,77.20000458,100.0000024,0,0,0,100,0,0,0,100,0,0,0
Iceland,2015,330.2369995,93.69999695,100.0000023,0,0,0,100,0,0,0,100,0,0,0
Greece,2020,10423.05566,79.71500397,100.0000023,0,0,0,100,0,0,0,100,0,0,0
Germany,2020,83783.94531,77.45300293,100.0000023,0,0,0,100,0,0,0,100,0,0,0
Greenland,2020,56.77199936,87.28200531,100.0000017,0,0,0,100,0,0,0,100,0,0,0
Israel,2015,7978.496094,92.17900085,100.0000015,0,0,0,100,0,0,0,100,0,0,0
United Kingdom,2015,65860.14844,82.62599945,100.0000015,0,0,0,100,0,0,0,100,0,0,0
New Zealand,2020,4822.23291,86.6989975,100.0000013,0,0,0,100,0,0,0,100,0,0,0
Norway,2015,5199.827148,81.09099579,100.0000012,0,0,0,100,0,0,0,100,0,0,0
Denmark,2020,5792.203125,88.11600494,100.0000011,0,0,0,100,0,0,0,100,0,0,0
Malta,2020,441.5390015,94.7440033,100.0000004,0,0,0,100,0,0,0,100,0,0,0
Saint Barthelemy,2020,9.885,100,100,0,0,0,null,null,null,null,100,0,0,0
Nauru,2015,10.3739996,100,100,0,0,0,null,null,null,null,100,0,0,0
Nauru,2020,10.83399963,100,100,0,0,0,null,null,null,null,100,0,0,0
Tuvalu,2015,11.09899998,59.72999954,100,0,0,0,100,0,0,0,100,0,0,0
Tuvalu,2020,11.79199982,64.01399994,100,0,0,0,100,0,0,0,100,0,0,0
San Marino,2015,33.27000046,96.73899841,100,0,0,0,null,null,null,null,null,null,null,null
Gibraltar,2020,33.69100189,100,100,0,0,0,null,null,null,null,100,0,0,0
Gibraltar,2015,33.74200058,100,100,0,0,0,null,null,null,null,100,0,0,0
San Marino,2020,33.93799973,97.49900055,100,0,0,0,null,null,null,null,null,null,null,null
Liechtenstein,2015,37.46500015,14.30300045,100,0,0,0,null,null,null,null,null,null,null,null
Monaco,2015,37.72299957,100,100,0,0,0,null,null,null,null,100,0,0,0
Liechtenstein,2020,38.13700104,14.41600037,100,0,0,0,null,null,null,null,null,null,null,null
Monaco,2020,39.24399948,100,100,0,0,0,null,null,null,null,100,0,0,0
Faeroe Islands,2015,48.05500031,41.63799667,100,0,0,0,null,null,null,null,null,null,null,null
Faeroe Islands,2020,48.86500168,42.39799881,100,0,0,0,null,null,null,null,null,null,null,null
Greenland,2015,56.37799835,86.07099915,100,0,0,0,100,0,0,0,100,0,0,0
Northern Mariana Islands,2020,57.55699921,91.79799652,100,0,0,0,null,null,null,null,null,null,null,null
French Polynesia,2015,273.118988,61.68300247,100,0,0,0,null,null,null,null,null,null,null,null
French Polynesia,2020,280.9039917,61.97500229,100,0,0,0,null,null,null,null,null,null,null,null
Malta,2015,433.5589905,94.41400146,100,0,0,0,100,0,0,0,100,0,0,0
"China, Macao SAR",2015,602.0930176,100,100,0,0,0,null,null,null,null,100,0,0,0
"China, Macao SAR",2020,649.34198,100,100,0,0,0,null,null,null,null,100,0,0,0
Réunion,2020,895.3079834,99.65900421,100,0,0,0,null,null,null,null,null,null,null,null
Bahrain,2015,1371.853027,88.99899292,100,0,0,0,null,null,null,null,null,null,null,null
Bahrain,2020,1701.583008,89.50600433,100,0,0,0,null,null,null,null,null,null,null,null
Puerto Rico,2020,2860.840088,93.58100128,100,0,0,0,null,null,null,null,null,null,null,null
Kuwait,2015,3835.587891,100,100,0,0,0,null,null,null,null,null,null,null,null
Kuwait,2020,4270.562988,100,100,0,0,0,null,null,null,null,null,null,null,null
Singapore,2015,5592.143066,100,100,0,0,0,null,null,null,null,100,0,0,0
Singapore,2020,5850.342773,100,100,0,0,0,null,null,null,null,100,0,0,0
Turkmenistan,2020,6031.187012,52.51600266,100,0,0,0,100,0,0,0,100,0,0,0
"China, Hong Kong SAR",2015,7185.992188,100,100,0,0,0,null,null,null,null,100,0,0,0
"China, Hong Kong SAR",2020,7496.987793,100,100,0,0,0,null,null,null,null,100,0,0,0
Switzerland,2015,8296.775391,73.71800232,100,0,0,0,100,0,0,0,100,0,0,0
Israel,2020,8655.541016,92.58699799,100,0,0,0,100,0,0,0,100,0,0,0
Austria,2015,8678.666992,57.71500015,100,0,0,0,100,0,0,0,100,0,0,0
Austria,2020,9006.400391,58.7480011,100,0,0,0,100,0,0,0,100,0,0,0
Romania,2020,19237.68164,54.19400024,100,0,0,0,100,0,0,0,100,0,0,0
Romania,2015,19925.18164,53.88699722,100,0,0,0,100,0,0,0,100,0,0,0
Saudi Arabia,2020,34813.86719,84.28700256,100,0,0,0,null,null,null,null,null,null,null,null
France,2015,64453.19531,79.65499878,100,0,0,0,100,0,0,0,100,0,0,0
Thailand,2020,69799.97656,51.43000031,100,0,0,0,100,0,0,0,100,0,0,0
Netherlands,2020,17134.87305,92.23600006,99.99999929,0,7.12409E-07,0,100,0,0,0,100,0,0,0
Chile,2020,19116.20898,87.72699738,99.99999872,0,1.27714E-06,0,100,0,0,0,100,0,0,0
Netherlands,2015,16938.49219,90.17299652,99.99999856,0,1.44134E-06,0,100,0,0,0,100,0,0,0
United Kingdom,2020,67886.00781,83.90299988,99.99999856,0,1.43853E-06,0,100,0,0,0,100,0,0,0
France,2020,65273.51172,80.97499847,99.9999985,0,1.49611E-06,0,100,0,0,0,100,0,0,0
Denmark,2015,5688.694824,87.52600098,99.99999785,0,2.14584E-06,0,100,0,0,0,100,0,0,0
Belgium,2015,11287.93066,97.87599945,99.9999977,0,2.29802E-06,0,100,0,0,0,100,0,0,0
Andorra,2015,77.99299622,88.34499359,99.99999755,0,2.44554E-06,0,100,0,0,0,100,0,0,0
Hungary,2020,9660.349609,71.94200134,99.99999747,0,2.52724E-06,0,100,0,0,0,100,0,0,0
New Zealand,2015,4614.526855,86.34099579,99.99999735,0,2.64535E-06,0,100,0,0,0,100,0,0,0
Iceland,2020,341.25,93.897995,99.99999721,0,2.79465E-06,0,100,0,0,0,100,0,0,0
Finland,2015,5481.12793,85.22499847,99.99999666,0,3.34065E-06,0,100,0,0,0,100,0,0,0
Belgium,2020,11589.61621,98.07899475,99.99999645,0,3.5548E-06,0,100,0,0,0,100,0,0,0
Norway,2020,5421.242188,82.97399139,99.9999955,0,4.50341E-06,0,100,0,0,0,100,0,0,0
Saint Martin (French part),2015,35.865,100,99.9997742,0,0.000225804,0,null,null,null,null,99.9997742,0,0.000225804,0
Saint Martin (French part),2020,38.659,100,99.99927139,0,0.000728611,0,null,null,null,null,99.99927139,0,0.000728611,0
Northern Mariana Islands,2015,55.77899933,91.35699463,99.98018339,0,0.019816612,0,null,null,null,null,null,null,null,null
Cook Islands,2020,17.56399918,75.49500275,99.97161022,0,0.028389783,0,null,null,null,null,null,null,null,null
United Arab Emirates,2015,9262.896484,85.6740036,99.97133247,0,0.028667534,0,null,null,null,null,null,null,null,null
Armenia,2020,2963.233887,63.31299973,99.97118069,0,0.028819308,0,100,0,0,0,99.95448122,0,0.045518784,0
Hungary,2015,9777.924805,70.5,99.97052896,0,0.029471039,0,99.90008972,0,0.099910285,0,100,0,0,0
Australia,2015,23932.49805,85.70100403,99.97000567,0,0.029994331,0,100,0,0,0,99.965,0,0.035,0
Australia,2020,25499.88086,86.24099731,99.96981182,0,0.030188179,0,100,0,0,0,99.965,0,0.035,0
Poland,2020,37846.60547,60.04300308,99.96659155,0,0.033408445,0,100,0,0,0,99.94435484,0,0.055645161,0
United Arab Emirates,2020,9890.400391,87.04799652,99.965596,0,0.034404,0,null,null,null,null,null,null,null,null
Saint Barthelemy,2015,9.696,100,99.96491927,0,0.035080726,0,null,null,null,null,99.96491927,0,0.035080726,0
Cook Islands,2015,17.58099937,74.40399933,99.95367102,0,0.046328976,0,null,null,null,null,null,null,null,null
Republic of Korea,2020,51269.18359,81.41400146,99.93139665,0,0.068603353,0,null,null,null,null,null,null,null,null
Spain,2015,46671.91797,79.60199738,99.92672046,0,0.073279544,0,100,0,0,0,99.90794521,0,0.092054795,0
Spain,2020,46754.78125,80.80999756,99.92561261,0,0.074387391,0,100,0,0,0,99.90794521,0,0.092054795,0
Luxembourg,2015,566.7410278,90.17900085,99.92517066,0,0.07482934,0,99.23809524,0,0.761904762,0,100,0,0,0
Italy,2020,60461.82813,71.03899384,99.91703407,0,0.082965926,0,null,null,null,null,null,null,null,null
Italy,2015,60578.48828,69.56500244,99.91703407,0,0.082965926,0,null,null,null,null,null,null,null,null
Portugal,2020,10196.70703,66.30999756,99.91199367,0,0.088006334,0,99.73877609,0,0.261223912,0,100,0,0,0
Réunion,2015,863.3590088,99.33900452,99.91153019,0,0.088469814,0,null,null,null,null,null,null,null,null
Portugal,2015,10368.3457,63.51399994,99.90468984,0,0.095310157,0,99.73877609,0,0.261223912,0,100,0,0,0
Bermuda,2020,62.27299881,100,99.90314002,0,0.096859983,0,null,null,null,null,99.90314002,0,0.096859983,0
Bermuda,2015,63.69499969,100,99.90314002,0,0.096859983,0,null,null,null,null,99.90314002,0,0.096859983,0
Brunei Darussalam,2020,437.4830017,78.25000763,99.9000368,0,0.0999632,0,null,null,null,null,99.65,0,0.35,0
Libya,2020,6871.287109,80.69100189,99.8915238,0,0.108476201,0,null,null,null,null,null,null,null,null
United States of America,2020,331002.6563,82.66400146,99.88352668,0,0.116473318,0,99.67078734,0,0.329212663,0,99.92814447,0,0.07185553,0
Czech Republic,2020,10708.98242,74.06100464,99.88059167,0,0.119408333,0,99.8175993,0,0.182400697,0,99.90265093,0,0.097349068,0
Czech Republic,2015,10601.38965,73.47699738,99.88009269,0,0.119907312,0,99.8175993,0,0.182400697,0,99.90265093,0,0.097349068,0
Luxembourg,2020,625.9760132,91.4529953,99.87993254,0,0.120067465,0,98.5952381,0,1.404761905,0,100,0,0,0
Mauritius,2015,1259.457031,41,99.86648182,0,0.133518181,0,99.82768234,0,0.172317662,0,99.92231522,0,0.077684781,0
Mauritius,2020,1271.766968,40.75999832,99.8662547,0,0.133745301,0,99.82768234,0,0.172317662,0,99.92231522,0,0.077684781,0
British Virgin Islands,2015,29.14800072,46.58300018,99.86438356,0,0.135616438,0,null,null,null,null,null,null,null,null
British Virgin Islands,2020,30.23699951,48.51499939,99.86438356,0,0.135616438,0,null,null,null,null,null,null,null,null
Martinique,2020,375.2650146,89.13999939,99.84197078,0,0.158029216,0,null,null,null,null,null,null,null,null
Sweden,2020,10099.26953,87.97699738,99.82686763,0,0.173132374,0,99.71937474,0,0.280625263,0,99.84155768,0,0.158442316,0
Costa Rica,2020,5094.11377,80.77099609,99.81053693,0.189459475,3.59445E-06,0,99.64625,0.35375,0,0,99.84965286,0.150347143,0,0
Guadeloupe,2020,400.1270142,98.49899292,99.80312604,0,0.196873961,0,null,null,null,null,null,null,null,null
Martinique,2015,378.4830017,88.98100281,99.79603,0,0.203969995,0,null,null,null,null,null,null,null,null
Cyprus,2015,1160.987061,66.94599915,99.78851757,0,0.211482435,0,99.86118554,0,0.138814455,0,99.75264231,0,0.247357694,0
Slovakia,2020,5459.643066,53.75999832,99.78769858,0.212301424,0,0,100,0,0,0,99.60509406,0.394905937,0,0
Slovakia,2015,5435.61377,53.88899994,99.78718913,0.212810867,0,0,100,0,0,0,99.60509406,0.394905937,0,0
Sweden,2015,9764.949219,86.5530014,99.78123103,0,0.218768973,0,99.54998653,0,0.450013466,0,99.81716039,0,0.182839615,0
American Samoa,2020,55.1969986,87.15299988,99.77377166,0,0.226228342,0,null,null,null,null,null,null,null,null
Cyprus,2020,1207.360962,66.82099915,99.76517318,0,0.234826817,0,99.84576172,0,0.154238284,0,99.72515812,0,0.274841883,0
Estonia,2015,1315.329956,68.41600037,99.75130757,0,0.248692429,0,99.24411581,0,0.75588419,0,99.98545421,0,0.014545793,0
Tokelau,2020,1.350000024,0,99.70767665,0,0.292323346,0,99.70767665,0,0.292323346,0,null,null,null,null
Guam,2015,161.8509979,94.53399658,99.6952,0,0.3048,0,null,null,null,null,null,null,null,null
Guam,2020,168.7830048,94.93800354,99.6952,0,0.3048,0,null,null,null,null,null,null,null,null
Qatar,2015,2565.708008,98.94499207,99.69150138,0,0.308498617,0,null,null,null,null,null,null,null,null
Mexico,2020,128932.75,80.73099518,99.67956828,0,0.320431717,0,98.33706893,0,1.662931067,0,100,0,0,0
Palau,2020,18.09199905,80.98799896,99.6575455,0,0.342454498,0,99.75698503,0,0.243014968,0,99.63420199,0,0.365798008,0
Palau,2015,17.66500092,78.15899658,99.63015085,0,0.36984915,0,99.61387148,0,0.386128517,0,99.63470173,0,0.365298271,0
American Samoa,2015,55.80599976,87.23800659,99.61910315,0,0.380896846,0,null,null,null,null,null,null,null,null
Guadeloupe,2015,400.2600098,98.44300079,99.61102813,0,0.388971872,0,null,null,null,null,null,null,null,null
Paraguay,2020,7132.529785,62.18299484,99.59346633,0.406530244,3.42292E-06,0,99.11122753,0.888772468,0,0,99.88674854,0.113251464,0,0
Estonia,2020,1326.53894,69.22900391,99.59078178,0,0.409218223,0,null,null,null,null,99.98545421,0,0.014545793,0
Qatar,2020,2881.060059,99.23500061,99.56810194,0,0.431898064,0,null,null,null,null,null,null,null,null
Armenia,2015,2925.559082,63.0850029,99.5525667,0,0.098505084,0.348928221,99.05477927,0,0,0.945220735,99.8438534,0,0.156146598,0
Saudi Arabia,2015,31717.67578,83.18000031,99.54802638,0,0.451973617,0,null,null,null,null,null,null,null,null
Maldives,2020,540.5419922,40.66899872,99.5444386,0.048050691,0.407510705,0,99.9190125,0.0809875,0,0,98.99798893,0,1.002011069,0
Brunei Darussalam,2015,414.9140015,76.66299438,99.50997616,0,0.396675834,0.093348003,99.05,0,0.55,0.4,99.65,0,0.35,0
Chile,2015,17969.35547,87.36000061,99.50649272,0,0.493507276,0,97.0676985,0,2.932301498,0,99.85935698,0,0.140643019,0
Slovenia,2015,2071.198975,53.78100586,99.5,0,0.5,0,null,null,null,null,null,null,null,null
Slovenia,2020,2078.931885,55.11800385,99.5,0,0.5,0,null,null,null,null,null,null,null,null
Curaçao,2015,159.8500061,89.35199738,99.49775185,0,0.502248153,0,null,null,null,null,null,null,null,null
Curaçao,2017,161.9859924,89.20300293,99.49775185,0,0.502248153,0,null,null,null,null,null,null,null,null
Uruguay,2020,3473.727051,95.51499939,99.49575756,0.504242441,0,0,95.30083,4.69917,0,0,99.69273444,0.307265562,0,0
Republic of Korea,2015,50823.08594,81.63400269,99.47274641,0,0.527253591,0,null,null,null,null,null,null,null,null
Tokelau,2015,1.246999979,0,99.457396,0,0.542604,0,99.457396,0,0.542604,0,null,null,null,null
United States of America,2015,320878.3125,81.67100525,99.44715776,0,0.552842237,0,97.78011851,0,2.219881485,0,99.82127981,0,0.178720194,0
Egypt,2020,102334.4063,42.78300095,99.44017596,0.237609109,0.322214927,0,99.33283515,0.335941822,0.331223032,0,99.5837311,0.106101207,0.310167694,0
Puerto Rico,2015,3381.511963,93.62400055,99.42544976,0,0.574550243,0,null,null,null,null,null,null,null,null
Costa Rica,2015,4847.805176,76.86199951,99.37868682,0.254130378,0.211335019,0.155847784,98.18603249,0.410061154,0.730348577,0.673557778,99.73771511,0.207190072,0.055094818,0
Wallis and Futuna Islands,2015,12.26200008,0,99.32138153,0,0.678618474,0,99.32138153,0,0.678618474,0,null,null,null,null
Brazil,2020,212559.4063,87.07299805,99.32085299,0.126549004,0.55259801,null,95.94525953,0.978950915,3.075789551,null,99.82200131,0,0.177998695,0
New Caledonia,2020,285.4909973,71.51799774,99.30532057,0,0.694679428,0,null,null,null,null,null,null,null,null
Thailand,2015,68714.51563,47.69400406,99.25917058,0.217652585,0.182251324,0.340925514,98.87951671,0.245671605,0.223021191,0.65179049,99.67553684,0.186924135,0.137539025,0
Poland,2015,38034.07422,60.27799606,99.23206988,0,0.767930125,0,98.53790323,0,1.462096774,0,99.68951613,0,0.310483871,0
Canada,2015,36026.66797,81.25900269,99.22922139,0,0.770778609,0,98.81619508,0,1.183804922,0,99.32447885,0,0.675521147,0
Canada,2020,37742.15625,81.56200409,99.22181066,0,0.778189337,0,99.0604959,0,0.939504101,0,99.25827766,0,0.741722337,0
Bulgaria,2015,7199.73877,73.98999786,99.19632731,0,0.803672691,0,98.01614034,0,1.98385966,0,99.61120772,0,0.388792276,0
Wallis and Futuna Islands,2020,11.24600029,0,99.14328736,0,0.856712639,0,99.14328736,0,0.856712639,0,null,null,null,null
Uruguay,2015,3412.012939,95.04499817,99.13139756,0.538104735,0.307497473,0.02300023,91.49584384,4.511550681,3.528423211,0.464182271,99.52946198,0.330956291,0.139581727,0
Egypt,2015,92442.54688,42.78499985,99.10671754,0.28637254,0.593439829,0.013470094,98.80187792,0.410346296,0.764232838,0.023542941,99.51436973,0.120586431,0.365043842,0
Saint Helena,2020,6.071000099,40.08200073,99.1,0,0.9,0,null,null,null,null,null,null,null,null
Japan,2020,126476.4609,91.78199768,99.07891245,0,0.921087547,0,null,null,null,null,null,null,null,null
Isle of Man,2015,83.23200226,52.24499893,99.075,0,0.925,0,null,null,null,null,null,null,null,null
Isle of Man,2020,85.03199768,52.89800262,99.075,0,0.925,0,null,null,null,null,null,null,null,null
Bulgaria,2020,6948.444824,75.68599701,99.01141694,0,0.988583061,0,97.40128797,0,2.598712031,0,99.5286704,0,0.471329601,0
Jordan,2015,9266.573242,90.25600433,99.00678491,0.152402984,0.781231165,0.059580938,97.36231539,0.624272552,1.973552059,0.03986,99.18431682,0.101460136,0.652513044,0.06171
Argentina,2015,43075.41406,91.50299835,98.96658815,0,0.664914379,0.368497474,92.98366005,0,2.679544899,4.336795051,99.52216305,0,0.477836947,0
Saint Helena,2015,5.868999958,39.5399971,98.95,0,1.05,0,null,null,null,null,null,null,null,null
Jordan,2020,10203.13965,91.41799927,98.94030296,0.146214737,0.85364747,0.059834832,97.31147869,0.623946595,2.024714716,0.03986,99.09321259,0.101366941,0.743710471,0.06171
Japan,2015,127985.1406,91.3809967,98.92280548,0,1.077194517,0,null,null,null,null,null,null,null,null
Bahamas,2015,374.2000122,82.74599457,98.8869605,0,1.113039503,0,null,null,null,null,null,null,null,null
Bahamas,2019,389.4859924,83.13199615,98.8869605,0,1.113039503,0,null,null,null,null,null,null,null,null
Trinidad and Tobago,2020,1399.490967,53.2140007,98.87517077,1.124829231,0,0,null,null,null,null,null,null,null,null
Montenegro,2020,628.0620117,67.48800659,98.85691652,0.54547882,0.592312011,0.005292651,98.16188754,0,1.821833386,0.01627907,99.19173959,0.808260413,0,0
Maldives,2015,454.9140015,38.52899933,98.81424429,0.11215788,1.073597835,0,98.87969927,0.166985282,0.953315453,0,98.70980569,0.024683622,1.265510688,0
Latvia,2020,1886.202026,68.31500244,98.78260115,0.682300742,0.535098104,0,98.57922314,0,1.42077686,0,98.87692469,0.998756815,0.124318491,0
Tonga,2020,105.6969986,23.09899902,98.73108083,0.881497296,0.387421878,0,98.46807854,1.103159706,0.428761755,0,99.60665819,0.143540536,0.249801276,0
United States Virgin Islands,2015,104.9499969,95.34999847,98.71827281,0,1.281727186,0,null,null,null,null,null,null,null,null
United States Virgin Islands,2020,104.4229965,95.93900299,98.71826738,0,1.281732624,0,null,null,null,null,null,null,null,null
Saint Kitts and Nevis,2015,51.20399857,30.82700157,98.61185413,0,1.388145868,0,null,null,null,null,null,null,null,null
Saint Kitts and Nevis,2017,52.0359993,30.7729969,98.61185413,0,1.388145868,0,null,null,null,null,null,null,null,null
